agam,cflo ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
XP_316205.3,XP_025262980.1,2.00E-76,239,9.00E-76,236
XP_316217.3,XP_011258557.1,1.00E-76,234,5.00E-77,234
XP_316218.4,XP_011268029.1,4.00E-65,210,2.00E-62,202
XP_316219.4,XP_025268692.1,1.00E-43,147,8.00E-42,142
XP_316220.4,XP_011253313.1,4.00E-120,352,2.00E-120,352
XP_316221.4,XP_011256365.1,5.00E-29,110,2.00E-27,105
XP_316226.4,XP_011260639.1,2.00E-106,353,1.00E-106,352
XP_316227.4,XP_025262845.1,3.00E-06,49.3,1.00E-06,49.3
XP_316227.4,XP_025265655.1,5.00E-06,48.5,2.00E-06,48.5
XP_316228.4,XP_011260640.1,0,548,0,548
XP_316228.4,XP_011260641.1,0,548,0,548
XP_316228.4,XP_025268361.1,2.00E-180,532,0,532
XP_316229.4,XP_019885343.1,0,518,0,518
XP_316233.3,XP_011268204.1,2.00E-176,493,8.00E-177,493
XP_316234.3,XP_011251525.1,9.00E-40,138,4.00E-40,138
XP_316234.3,XP_011251533.1,1.00E-39,137,3.00E-40,137
XP_316234.3,XP_025262818.1,1.00E-38,134,7.00E-41,139
XP_316235.2,XP_011268247.1,2.00E-85,264,9.00E-86,263
XP_316236.4,XP_011259955.1,0,1121,0,1134
XP_316236.4,XP_025265817.1,0,1105,0,1124
XP_316236.4,XP_025265818.1,0,1105,0,1124
XP_316248.3,XP_025265789.1,0,563,0,627
XP_316248.3,XP_025265790.1,0,563,0,627
XP_316248.3,XP_025265791.1,0,563,0,627
XP_316248.3,XP_025265792.1,0,563,0,627
XP_316251.4,XP_011261306.1,0,1843,0,1843
XP_316251.4,XP_011261307.1,0,1843,0,1843
XP_316251.4,XP_011261308.1,0,1843,0,1843
XP_316251.4,XP_011261309.1,0,1823,0,1823
XP_316251.4,XP_011261310.1,0,1826,0,1825
XP_316252.2,XP_011252301.1,1.00E-25,101,4.00E-24,96.7
XP_316285.1,XP_019883791.1,8.00E-65,223,1.00E-66,226
XP_316287.2,XP_019883790.1,2.00E-69,236,3.00E-74,248
XP_316287.2,XP_019883792.1,3.00E-68,230,2.00E-73,243
XP_316289.4,XP_011252076.1,0,633,0,630
XP_316289.4,XP_025264612.1,0,632,0,630
XP_316291.4,XP_011261213.1,0,1219,0,1197
XP_316297.4,XP_011252430.1,1.00E-59,190,4.00E-60,190
XP_316299.1,XP_011267083.1,8.00E-145,409,1.00E-136,387
XP_316299.1,XP_011267084.1,5.00E-141,399,6.00E-133,378
XP_316300.3,XP_011267082.1,5.00E-37,135,3.00E-43,150
XP_316301.2,XP_011267754.1,6.00E-13,67.4,2.00E-13,67.4
XP_316305.4,XP_011259533.1,1.00E-81,251,3.00E-77,238
XP_316305.4,XP_011259534.1,1.00E-81,251,3.00E-77,238
XP_316306.3,XP_011262415.1,3.00E-86,255,1.00E-86,255
XP_316307.1,XP_011253509.1,5.00E-112,336,1.00E-111,334
XP_316308.4,XP_011260362.1,0,712,0,673
XP_316308.4,XP_025268485.1,0,712,0,673
XP_316310.4,XP_011262939.1,3.00E-108,317,1.00E-112,327
XP_316311.4,XP_011257359.1,0,649,0,660
XP_316312.3,XP_011261103.1,1.00E-71,219,1.00E-70,216
XP_316313.2,XP_011261106.1,1.00E-70,219,4.00E-74,228
XP_316313.2,XP_025266035.1,2.00E-70,219,6.00E-74,227
XP_316314.2,XP_011255299.1,9.00E-74,219,4.00E-74,219
XP_316315.4,XP_011257975.2,0,803,0,813
XP_316319.4,XP_011262387.1,0,1903,0,1900
XP_316319.4,XP_011262388.1,0,1915,0,1915
XP_316322.4,XP_011254683.1,0,1645,0,1637
XP_316326.4,XP_025268176.1,6.00E-34,127,3.00E-34,127
XP_316327.2,XP_011258347.1,0,672,0,672
XP_316328.4,XP_011250827.1,2.00E-14,73.2,1.00E-14,73.2
XP_316329.3,XP_025268005.1,1.00E-30,128,3.00E-30,126
XP_316330.4,XP_011257013.1,6.00E-131,397,5.00E-131,396
XP_316330.4,XP_019883297.1,6.00E-131,397,5.00E-131,396
XP_316330.4,XP_025267983.1,6.00E-131,397,5.00E-131,396
XP_316333.3,XP_011252088.1,0,668,0,651
XP_316335.3,XP_011266899.1,0,872,0,892
XP_316335.3,XP_011266900.1,0,878,0,898
XP_316337.4,XP_011254233.1,0,652,0,656
XP_316344.4,XP_011265594.1,0,787,0,783
XP_316348.4,XP_011261272.2,7.00E-31,113,3.00E-31,114
XP_316352.3,XP_011250675.1,0,1320,0,1355
XP_316352.3,XP_011250676.1,0,1320,0,1355
XP_316352.3,XP_025266057.1,0,1320,0,1355
XP_316356.3,XP_011250680.1,7.00E-109,332,8.00E-108,328
XP_316360.1,XP_011262787.1,4.00E-56,180,2.00E-53,173
XP_316360.1,XP_011262801.1,1.00E-55,180,2.00E-53,174
XP_316360.1,XP_011262811.1,6.00E-56,179,9.00E-54,172
XP_316366.4,XP_011265675.1,0,555,0,564
XP_316366.4,XP_011265676.1,0,554,0,562
XP_316366.4,XP_011265677.1,0,556,0,564
XP_316369.3,XP_011266216.1,2.00E-158,486,1.00E-154,476
XP_316369.3,XP_011266219.1,3.00E-160,491,7.00E-155,476
XP_316371.4,XP_011250692.1,1.00E-115,352,2.00E-113,346
XP_316373.4,XP_011253656.1,7.00E-68,205,1.00E-64,196
XP_316374.4,XP_011258344.1,9.00E-100,295,3.00E-100,295
XP_316379.4,XP_011252062.1,7.00E-140,436,5.00E-140,436
XP_316380.2,XP_011258907.1,3.00E-154,442,1.00E-154,442
XP_316385.4,XP_025269660.1,0,2968,0,2962
XP_316385.4,XP_025269661.1,0,2968,0,2962
XP_316385.4,XP_025269662.1,0,2968,0,2962
XP_316385.4,XP_025269663.1,0,2972,0,2965
XP_316391.4,XP_011261806.1,0,866,0,847
XP_316391.4,XP_025266020.1,0,867,0,848
XP_316392.3,XP_011256332.1,1.00E-82,244,6.00E-83,244
XP_316396.4,XP_011258326.2,0,1637,0,1640
XP_316396.4,XP_011258327.2,0,1637,0,1640
XP_316396.4,XP_011258328.2,0,1657,0,1662
XP_316396.4,XP_011258329.2,0,1649,0,1653
XP_316396.4,XP_011258330.2,0,1654,0,1657
XP_316396.4,XP_011258331.2,0,1674,0,1676
XP_316396.4,XP_011258332.2,0,1664,0,1668
XP_316402.2,XP_011254710.1,2.00E-93,273,9.00E-94,273
XP_316411.4,XP_025267046.1,4.00E-98,303,1.00E-97,300
XP_316411.4,XP_025267050.1,1.00E-102,314,3.00E-102,311
XP_316411.4,XP_025267052.1,8.00E-102,311,2.00E-101,309
XP_316417.4,XP_011255313.2,0,613,0,593
XP_316420.4,XP_011259614.1,2.00E-56,186,7.00E-53,176
XP_316421.3,XP_011254040.2,9.00E-114,353,4.00E-114,353
XP_316422.3,XP_011258618.1,0,1667,0,1666
XP_316423.3,XP_011258999.1,3.00E-42,136,1.00E-42,136
XP_316424.3,XP_011251021.1,7.00E-130,386,2.00E-120,361
XP_316426.4,XP_025269311.1,9.00E-31,120,2.00E-41,149
XP_316427.3,XP_011258619.1,6.00E-24,101,8.00E-20,88.2
XP_316427.3,XP_011258620.1,8.00E-24,100,1.00E-19,87
XP_316428.3,XP_011252783.1,3.00E-136,406,1.00E-137,409
XP_316438.5,XP_011254153.1,2.00E-146,441,2.00E-141,427
XP_316445.3,XP_025262963.1,3.00E-180,543,5.00E-176,531
XP_316445.3,XP_025262965.1,0,543,2.00E-176,531
XP_316447.3,XP_011264645.1,0,555,0,566
XP_316447.3,XP_011264646.1,0,555,0,566
XP_316447.3,XP_011264647.1,0,561,0,572
XP_316448.2,XP_011251921.1,4.00E-132,397,2.00E-139,415
XP_316448.2,XP_011251922.1,4.00E-132,397,2.00E-139,415
XP_316453.3,XP_011255027.3,4.00E-18,82.4,2.00E-18,82.4
XP_316459.3,XP_011255025.1,2.00E-21,91.3,8.00E-22,90.9
XP_316461.3,XP_025264883.1,4.00E-150,443,1.00E-149,441
XP_316461.3,XP_025267301.1,2.00E-148,439,4.00E-148,437
XP_316471.3,XP_011269346.1,3.00E-42,139,1.00E-42,139
XP_316475.4,XP_011255844.1,1.00E-99,306,2.00E-100,308
XP_316477.4,XP_011254450.1,5.00E-129,374,8.00E-138,395
XP_316477.4,XP_011254451.1,5.00E-129,374,8.00E-138,395
XP_316483.4,XP_011255855.1,0,906,0,900
XP_316483.4,XP_025264875.1,0,906,0,900
XP_316484.4,XP_025270679.1,1.00E-165,478,5.00E-166,478
XP_316485.4,XP_025270829.1,6.00E-64,224,3.00E-64,224
XP_316486.4,XP_011256818.1,0,534,0,534
XP_316488.1,XP_011252401.1,4.00E-08,55.5,3.00E-08,55.1
XP_316488.1,XP_025266059.1,5.00E-08,55.1,3.00E-08,54.7
XP_316491.2,XP_011257945.1,0,2592,0,2565
XP_316491.2,XP_011257946.1,0,2593,0,2568
XP_316491.2,XP_011257947.1,0,2569,0,2543
XP_316491.2,XP_011257948.1,0,2613,0,2586
XP_316497.2,XP_025262187.1,2.00E-125,362,7.00E-126,362
XP_316499.2,XP_011257191.2,4.00E-76,224,2.00E-76,224
XP_316502.4,XP_025266686.1,0,584,0,564
XP_316505.3,XP_011257776.1,3.00E-116,353,2.00E-115,350
XP_316505.3,XP_011257854.1,3.00E-116,353,2.00E-115,350
XP_316513.4,XP_011268412.2,2.00E-164,495,2.00E-166,499
XP_316513.4,XP_025266463.1,3.00E-164,494,6.00E-166,498
XP_316514.4,XP_011264295.1,0,981,0,982
XP_316514.4,XP_011264296.1,0,981,0,982
XP_316514.4,XP_011264297.1,0,981,0,982
XP_316514.4,XP_011264298.1,0,981,0,982
XP_316514.4,XP_025271060.1,0,981,0,982
XP_316514.4,XP_025271061.1,0,950,0,936
XP_316514.4,XP_025271062.1,0,988,0,989
XP_316517.4,XP_011254211.1,1.00E-62,229,2.00E-64,234
XP_316517.4,XP_011254212.1,2.00E-63,232,2.00E-65,238
XP_316517.4,XP_011254213.1,1.00E-64,236,2.00E-67,243
XP_316518.4,XP_011267227.2,0,580,0,582
XP_316519.4,XP_011251963.2,0,1480,0,1501
XP_316519.4,XP_011251964.2,0,1490,0,1512
XP_316519.4,XP_011251965.2,0,1488,0,1509
XP_316519.4,XP_011251966.2,0,1498,0,1519
XP_316519.4,XP_019883807.2,0,1461,0,1465
XP_316529.4,XP_011259982.1,2.00E-71,231,3.00E-71,230
XP_316535.3,XP_025265473.1,1.00E-155,445,5.00E-156,445
XP_316537.2,XP_011257595.1,0,868,0,868
XP_316537.2,XP_011257596.1,0,874,0,874
XP_316537.2,XP_019883322.1,0,868,0,868
XP_316539.2,XP_011260173.1,0,872,0,868
XP_316539.2,XP_025262015.1,0,851,0,849
XP_316540.4,XP_011252705.1,0,2050,0,2070
XP_316540.4,XP_011252707.1,0,2044,0,2064
XP_316540.4,XP_011252708.1,0,2050,0,2070
XP_316540.4,XP_011252709.1,0,2050,0,2069
XP_316540.4,XP_011252710.1,0,2049,0,2066
XP_316540.4,XP_019882434.1,0,2048,0,2066
XP_316540.4,XP_025265451.1,0,2050,0,2070
XP_316540.4,XP_025265452.1,0,2050,0,2069
XP_316546.4,XP_025264600.1,6.00E-177,546,1.00E-138,445
XP_316546.4,XP_025264601.1,2.00E-178,550,2.00E-136,439
XP_316546.4,XP_025264602.1,1.00E-175,543,1.00E-137,442
XP_316546.4,XP_025264603.1,7.00E-178,548,7.00E-139,445
XP_316546.4,XP_025264605.1,4.00E-177,546,7.00E-139,444
XP_316546.4,XP_025264606.1,3.00E-178,545,1.00E-140,445
XP_316546.4,XP_025264607.1,7.00E-179,546,8.00E-141,445
XP_316550.3,XP_011255187.1,6.00E-106,307,2.00E-108,312
XP_316555.4,XP_011267995.1,7.00E-110,315,3.00E-110,315
XP_316565.4,XP_011256081.1,1.00E-79,250,3.00E-85,263
XP_316567.4,XP_011269075.1,0,534,0,535
XP_316568.4,XP_011264012.1,0,796,0,794
XP_316568.4,XP_011264013.1,0,796,0,794
XP_316569.3,XP_011263858.1,7.00E-69,219,3.00E-69,219
XP_316573.2,XP_025269495.1,0,1127,0,1140
XP_316574.4,XP_019882668.2,2.00E-89,273,4.00E-90,274
XP_316574.4,XP_025269341.1,7.00E-94,283,1.00E-94,285
XP_316574.4,XP_025269342.1,2.00E-89,273,4.00E-90,274
XP_316574.4,XP_025269343.1,2.00E-89,273,4.00E-90,274
XP_316578.4,XP_025269338.1,3.00E-97,295,3.00E-98,297
XP_316578.4,XP_025269339.1,1.00E-97,296,1.00E-98,298
XP_316578.4,XP_025269340.1,5.00E-98,297,4.00E-99,299
XP_316579.3,XP_025263109.1,3.00E-121,365,1.00E-121,365
XP_316579.3,XP_025263110.1,2.00E-121,365,8.00E-122,365
XP_316579.3,XP_025263111.1,2.00E-121,364,8.00E-122,364
XP_316580.4,XP_011264558.1,0,691,0,692
XP_316586.4,XP_011265289.1,1.00E-55,176,4.00E-56,176
XP_316594.2,XP_011262182.1,0,996,0,996
XP_316595.4,XP_011262159.1,1.00E-127,368,6.00E-128,368
XP_316598.2,XP_011264477.1,0,720,0,720
XP_316599.4,XP_011269004.1,2.00E-71,244,1.00E-71,243
XP_316599.4,XP_011269005.1,3.00E-68,234,3.00E-69,236
XP_316599.4,XP_011269006.1,1.00E-71,243,5.00E-72,243
XP_316602.1,XP_011269003.1,2.00E-42,139,1.00E-42,139
XP_316604.4,XP_011264263.1,1.00E-129,382,5.00E-130,382
XP_316606.2,XP_011257323.1,0,556,0,556
XP_316607.4,XP_011266509.1,2.00E-09,50.8,8.00E-10,50.8
XP_316614.4,XP_011262669.2,0,2776,0,2702
XP_316614.4,XP_011262670.2,0,2776,0,2702
XP_316614.4,XP_011262671.2,0,2776,0,2702
XP_316614.4,XP_011262672.2,0,2776,0,2702
XP_316614.4,XP_011262676.2,0,2778,0,2703
XP_316614.4,XP_011262677.2,0,2783,0,2710
XP_316614.4,XP_011262678.2,0,2784,0,2711
XP_316614.4,XP_011262679.2,0,2761,0,2685
XP_316614.4,XP_011262680.2,0,2736,0,2660
XP_316614.4,XP_011262681.2,0,2790,0,2717
XP_316614.4,XP_025267513.1,0,2776,0,2702
XP_316614.4,XP_025267514.1,0,2776,0,2702
XP_316614.4,XP_025267515.1,0,2776,0,2702
XP_316614.4,XP_025267516.1,0,2776,0,2702
XP_316614.4,XP_025267517.1,0,2776,0,2699
XP_316614.4,XP_025267518.1,0,2690,0,2634
XP_316615.4,XP_011262669.2,0,2795,0,2726
XP_316615.4,XP_011262670.2,0,2795,0,2726
XP_316615.4,XP_011262671.2,0,2795,0,2726
XP_316615.4,XP_011262672.2,0,2795,0,2726
XP_316615.4,XP_011262676.2,0,2796,0,2727
XP_316615.4,XP_011262677.2,0,2802,0,2732
XP_316615.4,XP_011262678.2,0,2803,0,2733
XP_316615.4,XP_011262679.2,0,2780,0,2710
XP_316615.4,XP_011262680.2,0,2753,0,2686
XP_316615.4,XP_011262681.2,0,2810,0,2741
XP_316615.4,XP_025267513.1,0,2795,0,2726
XP_316615.4,XP_025267514.1,0,2795,0,2726
XP_316615.4,XP_025267515.1,0,2795,0,2726
XP_316615.4,XP_025267516.1,0,2795,0,2726
XP_316615.4,XP_025267517.1,0,2770,0,2701
XP_316615.4,XP_025267518.1,0,2685,0,2634
XP_316620.3,XP_011263644.2,6.00E-15,72,2.00E-15,72
XP_316620.3,XP_025262822.1,5.00E-15,72,2.00E-15,72
XP_316626.4,XP_011259451.1,0,1440,0,1431
XP_316632.4,XP_011258435.1,3.00E-48,152,1.00E-48,152
XP_316636.4,XP_011254946.1,2.00E-167,473,1.00E-167,473
XP_316638.4,XP_011266603.1,0,848,0,840
XP_316640.4,XP_011266232.1,2.00E-42,156,8.00E-43,156
XP_316641.3,XP_019884115.1,3.00E-23,86.7,1.00E-23,86.7
XP_316641.3,XP_019884116.1,3.00E-23,86.7,1.00E-23,86.7
XP_316642.2,XP_011250523.1,6.00E-39,138,8.00E-33,120
XP_316643.3,XP_011263674.1,3.00E-74,224,5.00E-60,187
XP_316645.3,XP_019883032.2,2.00E-86,271,3.00E-92,285
XP_316645.3,XP_025269896.1,3.00E-86,271,3.00E-92,285
XP_316646.4,XP_011264237.1,0,953,0,953
XP_316648.3,XP_011262867.1,3.00E-104,322,1.00E-104,322
XP_316650.2,XP_025267288.1,2.00E-94,285,3.00E-94,283
XP_316653.4,XP_011254416.2,0,828,0,815
XP_316654.3,XP_025265531.1,0,733,0,731
XP_316655.4,XP_011267506.1,6.00E-90,274,3.00E-90,274
XP_316656.4,XP_011268521.1,0,545,0,556
XP_316657.3,XP_011268515.1,1.00E-103,324,8.00E-104,324
XP_316657.3,XP_011268516.1,5.00E-104,324,3.00E-104,324
XP_316659.3,XP_019882064.1,0,655,0,640
XP_316659.3,XP_019882065.1,0,655,0,640
XP_316659.3,XP_025262049.1,0,655,0,640
XP_316659.3,XP_025262050.1,0,655,0,640
XP_316659.3,XP_025262051.1,0,655,0,640
XP_316659.3,XP_025262052.1,0,655,0,640
XP_316659.3,XP_025262053.1,0,655,0,640
XP_316661.5,XP_025270509.1,0,754,0,780
XP_316661.5,XP_025270510.1,0,753,0,779
XP_316663.4,XP_011258714.1,2.00E-44,170,2.00E-44,169
XP_316663.4,XP_011258715.1,2.00E-44,170,2.00E-44,169
XP_316665.3,XP_011256810.1,0,701,0,703
XP_316665.3,XP_011256811.1,0,699,0,703
XP_316665.3,XP_011256812.1,0,667,0,668
XP_316665.3,XP_011256813.1,0,666,0,668
XP_316666.4,XP_011252132.1,0,1082,0,1082
XP_316666.4,XP_025267296.1,0,1075,0,1075
XP_316669.4,XP_011255071.1,0,909,0,909
XP_316669.4,XP_025264070.1,0,909,0,909
XP_316669.4,XP_025264071.1,0,909,0,909
XP_316670.4,XP_011255076.1,7.00E-80,271,3.00E-88,292
XP_316671.4,XP_011255077.1,3.00E-85,293,2.00E-87,298
XP_316676.3,XP_011255084.1,0,630,0,654
XP_316678.1,XP_011265153.2,0,890,0,890
XP_316678.1,XP_025266539.1,0,890,0,890
XP_316680.3,XP_011251488.1,8.00E-61,191,7.00E-63,196
XP_316681.4,XP_025264207.1,3.00E-40,139,9.00E-41,139
XP_316684.3,XP_011267166.1,2.00E-139,397,8.00E-136,387
XP_316693.3,XP_011255916.1,1.00E-30,129,1.00E-31,130
XP_316694.4,XP_011264960.1,0,709,0,709
XP_316694.4,XP_011264961.1,0,706,0,706
XP_316696.4,XP_011258967.1,3.00E-154,462,2.00E-161,479
XP_316697.1,XP_025265284.1,2.00E-18,86.7,3.00E-12,66.6
XP_316722.3,XP_011263860.1,4.00E-32,112,1.00E-32,112
XP_316723.3,XP_011258640.2,7.00E-65,207,2.00E-67,213
XP_316724.1,XP_011265618.1,0,4066,0,4066
XP_316726.2,XP_019884628.1,1.00E-65,207,4.00E-66,207
XP_316733.3,XP_011264330.1,9.00E-71,229,9.00E-69,223
XP_316735.4,XP_011253852.1,7.00E-42,147,6.00E-42,147
XP_316737.3,XP_011269815.1,7.00E-85,251,3.00E-85,251
XP_316737.3,XP_025266123.1,7.00E-85,251,3.00E-85,251
XP_316738.5,XP_011260373.1,4.00E-169,541,2.00E-171,546
XP_316739.3,XP_011254269.1,5.00E-149,443,2.00E-149,443
XP_316740.1,XP_011264687.1,3.00E-128,372,1.00E-128,372
XP_316741.3,XP_011258777.1,2.00E-140,399,3.00E-138,392
XP_316781.2,XP_011263155.2,3.00E-126,383,3.00E-120,367
XP_316781.2,XP_011266965.2,1.00E-127,387,2.00E-121,370
XP_316781.2,XP_025263901.1,2.00E-131,398,1.00E-125,382
XP_316781.2,XP_025263902.1,1.00E-128,389,5.00E-123,374
XP_316781.2,XP_025263903.1,2.00E-130,394,1.00E-124,378
XP_316782.3,XP_011251619.1,1.00E-91,286,3.00E-101,310
XP_316784.4,XP_011251609.1,2.00E-48,162,4.00E-42,144
XP_316786.4,XP_011260731.1,2.00E-27,108,1.00E-27,107
XP_316786.4,XP_011260733.1,2.00E-27,108,1.00E-27,107
XP_316786.4,XP_011260734.1,2.00E-27,108,1.00E-27,107
XP_316787.2,XP_011254067.1,3.00E-63,203,4.00E-59,191
XP_316789.3,XP_011251675.1,3.00E-129,384,3.00E-123,368
XP_316791.5,XP_011252695.1,0,590,0,590
XP_316795.2,XP_011254507.1,8.00E-124,361,3.00E-124,361
XP_316798.3,XP_025267980.1,2.00E-127,364,1.00E-116,336
XP_316802.5,XP_011252242.1,0,691,0,690
XP_316802.5,XP_011252243.1,0,691,0,690
XP_316802.5,XP_025268912.1,0,691,0,690
XP_316802.5,XP_025268913.1,0,691,0,690
XP_316810.5,XP_011252785.1,6.00E-138,394,8.00E-139,396
XP_316811.4,XP_025266641.1,7.00E-89,272,3.00E-89,272
XP_316812.4,XP_011263378.1,7.00E-85,261,1.00E-79,247
XP_316812.4,XP_011263379.1,7.00E-85,261,1.00E-79,247
XP_316812.4,XP_025266629.1,6.00E-85,261,9.00E-80,246
XP_316813.5,XP_011260765.3,5.00E-111,328,2.00E-111,328
XP_316817.5,XP_011260751.1,0,601,0,599
XP_316817.5,XP_011260752.1,0,592,0,592
XP_316817.5,XP_011260753.1,0,592,0,592
XP_316817.5,XP_011260755.1,0,592,0,592
XP_316817.5,XP_011260756.1,0,593,0,592
XP_316817.5,XP_011260758.1,0,591,0,591
XP_316817.5,XP_011260759.1,0,592,0,592
XP_316817.5,XP_011260760.1,0,591,0,590
XP_316817.5,XP_011260761.1,0,590,0,588
XP_316820.5,XP_011260279.1,2.00E-32,125,1.00E-27,110
XP_316821.4,XP_025269497.1,4.00E-33,114,2.00E-33,114
XP_316822.4,XP_011255252.1,3.00E-52,162,1.00E-52,162
XP_316824.5,XP_011251515.1,0,541,0,542
XP_316824.5,XP_025269563.1,0,542,0,542
XP_316824.5,XP_025269564.1,0,541,0,541
XP_316825.5,XP_011251513.1,1.00E-38,139,5.00E-39,139
XP_316826.4,XP_011265030.2,2.00E-167,486,8.00E-168,486
XP_316827.4,XP_011258520.1,2.00E-120,357,7.00E-121,357
XP_316831.5,XP_011265881.2,2.00E-153,476,1.00E-156,483
XP_316832.4,XP_011268827.1,0,1018,0,1018
XP_316832.4,XP_011268828.1,0,1018,0,1018
XP_316836.5,XP_011268212.1,0,920,0,946
XP_316840.3,XP_011268177.1,0,711,0,689
XP_316840.3,XP_011268178.1,0,711,0,689
XP_316840.3,XP_011268179.1,0,711,0,689
XP_316844.5,XP_025262294.1,0,1168,0,1151
XP_316844.5,XP_025262295.1,0,1174,0,1156
XP_316844.5,XP_025262296.1,0,1168,0,1150
XP_316854.4,XP_025266133.1,0,540,0,540
XP_316854.4,XP_025266134.1,0,540,0,540
XP_316857.3,XP_011267596.1,0,669,0,669
XP_316858.4,XP_025262119.1,1.00E-72,233,5.00E-73,233
XP_316859.4,XP_011264946.1,0,572,0,566
XP_316863.5,XP_011258868.1,1.00E-137,402,5.00E-138,402
XP_316864.4,XP_011259665.1,4.00E-165,482,2.00E-165,482
XP_316864.4,XP_011259666.1,4.00E-165,482,2.00E-165,482
XP_316864.4,XP_025268842.1,3.00E-165,481,1.00E-165,481
XP_316867.5,XP_011252415.1,2.00E-124,369,2.00E-124,368
XP_316867.5,XP_025269829.1,2.00E-124,369,2.00E-124,368
XP_316867.5,XP_025269830.1,2.00E-124,369,2.00E-124,368
XP_316868.5,XP_011258366.1,0,555,0,555
XP_316872.5,XP_011269112.1,0,771,0,803
XP_316872.5,XP_011269113.1,0,771,0,803
XP_316872.5,XP_011269114.1,0,771,0,803
XP_316872.5,XP_011269115.1,0,773,0,804
XP_316872.5,XP_011269116.1,0,771,0,803
XP_316873.4,XP_011262157.1,2.00E-30,114,1.00E-30,114
XP_316875.5,XP_011267106.1,2.00E-41,139,4.00E-32,114
XP_316877.5,XP_011264998.1,4.00E-71,225,6.00E-68,216
XP_316877.5,XP_025264755.1,4.00E-71,225,6.00E-68,216
XP_316879.5,XP_025270880.1,3.00E-177,503,0,513
XP_316879.5,XP_025270881.1,3.00E-177,503,0,513
XP_316879.5,XP_025270882.1,3.00E-177,503,0,513
XP_316879.5,XP_025270883.1,3.00E-177,503,0,513
XP_316879.5,XP_025270884.1,3.00E-177,503,0,513
XP_316879.5,XP_025270885.1,3.00E-177,503,0,513
XP_316879.5,XP_025270886.1,3.00E-177,503,0,513
XP_316879.5,XP_025270887.1,3.00E-177,503,0,513
XP_316879.5,XP_025270888.1,3.00E-177,503,0,513
XP_316879.5,XP_025270889.1,3.00E-177,503,0,513
XP_316879.5,XP_025270890.1,3.00E-177,503,0,513
XP_316880.5,XP_011260421.1,0,682,0,681
XP_316880.5,XP_011260504.1,0,682,0,681
XP_316880.5,XP_025271395.1,0,682,0,681
XP_316882.5,XP_011251655.1,2.00E-43,164,2.00E-44,165
XP_316886.4,XP_025263520.1,8.00E-121,369,5.00E-121,368
XP_316886.4,XP_025263521.1,1.00E-120,369,1.00E-120,368
XP_316887.5,XP_011257083.1,0,589,0,589
XP_316887.5,XP_011257084.1,0,599,0,599
XP_316890.5,XP_011262458.1,0,723,0,716
XP_316890.5,XP_025261796.1,0,702,0,696
XP_316891.5,XP_011259961.1,0,622,0,612
XP_316898.4,XP_011266119.1,4.00E-105,315,2.00E-105,315
XP_316899.4,XP_011260002.1,3.00E-171,497,1.00E-166,484
XP_316909.4,XP_011261626.1,0,648,0,648
XP_316909.4,XP_011261631.1,0,645,0,645
XP_316909.4,XP_011261632.1,0,645,0,645
XP_316909.4,XP_025263782.1,0,648,0,648
XP_316909.4,XP_025263783.1,0,647,0,648
XP_316909.4,XP_025263784.1,0,677,0,677
XP_316911.4,XP_025264030.1,0,1231,0,1228
XP_316911.4,XP_025264031.1,0,1229,0,1226
XP_316911.4,XP_025264032.1,0,1239,0,1237
XP_316911.4,XP_025264033.1,0,1235,0,1234
XP_316912.4,XP_011268376.1,0,1443,0,1429
XP_316912.4,XP_011268377.1,0,1443,0,1429
XP_316915.4,XP_011253836.1,2.00E-69,216,3.00E-74,228
XP_316916.3,XP_011261460.1,9.00E-70,214,4.00E-70,214
XP_316916.3,XP_025268952.1,9.00E-70,214,4.00E-70,214
XP_316918.4,XP_011260725.1,1.00E-135,389,1.00E-132,381
XP_316919.2,XP_011259136.1,5.00E-63,205,2.00E-63,205
XP_316920.3,XP_011258251.1,6.00E-111,347,6.00E-139,418
XP_316920.3,XP_011258252.1,6.00E-111,347,6.00E-139,418
XP_316920.3,XP_011258253.1,5.00E-114,355,4.00E-142,426
XP_316922.3,XP_025265487.1,0,813,0,812
XP_316922.3,XP_025265489.1,0,817,0,818
XP_316939.3,XP_011268114.1,7.00E-49,158,3.00E-49,158
XP_316939.3,XP_025262586.1,7.00E-49,158,3.00E-49,158
XP_316941.3,XP_011262653.1,8.00E-72,223,2.00E-78,239
XP_316942.3,XP_011258189.1,0,596,0,596
XP_316942.3,XP_025270951.1,0,596,0,596
XP_316944.3,XP_011258733.1,2.00E-25,103,6.00E-26,103
XP_316945.3,XP_011256022.1,5.00E-159,457,2.00E-159,457
XP_316946.4,XP_025270329.1,1.00E-125,373,6.00E-118,352
XP_316946.4,XP_025270331.1,7.00E-129,380,6.00E-121,359
XP_316946.4,XP_025270333.1,7.00E-129,380,6.00E-121,359
XP_316946.4,XP_025270334.1,7.00E-129,380,6.00E-121,359
XP_316948.4,XP_011264872.1,2.00E-48,157,6.00E-49,157
XP_316948.4,XP_025264683.1,2.00E-48,157,7.00E-49,157
XP_316948.4,XP_025264684.1,2.00E-48,157,7.00E-49,157
XP_316948.4,XP_025264685.1,3.00E-50,160,1.00E-50,160
XP_316950.4,XP_011267752.1,4.00E-163,484,2.00E-165,489
XP_316950.4,XP_011267753.1,5.00E-163,484,1.00E-165,489
XP_316952.2,XP_011263802.1,4.00E-124,360,8.00E-119,345
