cflo,dmel ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
XP_011265515.1,NP_001247089.1,1.00E-121,369,1.00E-122,371
XP_011265518.2,NP_001261040.1,6.00E-63,199,8.00E-63,199
XP_011265518.2,NP_523767.2,6.00E-66,207,8.00E-66,206
XP_011265518.2,NP_725653.1,6.00E-66,207,8.00E-66,206
XP_011265518.2,NP_725654.1,6.00E-66,207,8.00E-66,206
XP_011265519.1,NP_001261040.1,4.00E-64,202,8.00E-64,201
XP_011265519.1,NP_523767.2,6.00E-68,212,1.00E-67,211
XP_011265519.1,NP_725653.1,6.00E-68,212,1.00E-67,211
XP_011265519.1,NP_725654.1,6.00E-68,212,1.00E-67,211
XP_011265522.1,NP_001163709.2,7.00E-179,550,7.00E-109,363
XP_011265522.1,NP_524473.2,4.00E-176,544,2.00E-105,355
XP_011265522.1,NP_732933.1,4.00E-176,544,2.00E-105,355
XP_011265522.1,NP_732935.2,7.00E-179,550,7.00E-109,363
XP_011265528.1,NP_573161.1,2.00E-36,138,7.00E-35,133
XP_011265529.1,NP_001163709.2,4.00E-180,552,1.00E-108,362
XP_011265529.1,NP_524473.2,5.00E-176,542,1.00E-104,352
XP_011265529.1,NP_732933.1,5.00E-176,542,1.00E-104,352
XP_011265529.1,NP_732935.2,4.00E-180,552,1.00E-108,362
XP_011265530.1,NP_573161.1,2.00E-36,138,7.00E-35,133
XP_011265531.1,NP_573161.1,2.00E-36,138,7.00E-35,133
XP_011265532.1,NP_001260832.1,3.00E-148,459,2.00E-152,469
XP_011265532.1,NP_724821.2,3.00E-148,459,2.00E-152,469
XP_011265533.1,NP_001260832.1,3.00E-148,459,2.00E-152,469
XP_011265533.1,NP_724821.2,3.00E-148,459,2.00E-152,469
XP_011265534.1,NP_649699.1,9.00E-117,341,8.00E-117,341
XP_011265537.1,NP_610818.1,3.00E-51,166,2.00E-51,166
XP_011265539.1,NP_001284862.1,7.00E-78,236,4.00E-80,241
XP_011265539.1,NP_572165.1,7.00E-78,236,4.00E-80,241
XP_011265540.1,NP_001261626.1,2.00E-81,247,2.00E-81,247
XP_011265540.1,NP_001261627.1,2.00E-81,247,2.00E-81,247
XP_011265540.1,NP_524829.1,2.00E-81,247,2.00E-81,247
XP_011265540.1,NP_729480.1,2.00E-81,247,2.00E-81,247
XP_011265540.1,NP_729481.1,2.00E-81,247,2.00E-81,247
XP_011265540.1,NP_729482.1,2.00E-81,247,2.00E-81,247
XP_011265540.1,NP_729483.1,2.00E-81,247,2.00E-81,247
XP_011265540.1,NP_729484.1,2.00E-81,247,2.00E-81,247
XP_011265540.1,NP_729485.1,2.00E-81,247,2.00E-81,247
XP_011265541.2,NP_001188553.1,2.00E-61,201,1.00E-61,201
XP_011265541.2,NP_572388.1,2.00E-61,201,1.00E-61,201
XP_011265544.1,NP_001284978.1,1.00E-93,279,2.00E-95,284
XP_011265544.1,NP_572389.1,1.00E-93,279,2.00E-95,284
XP_011265545.1,NP_001260427.1,0,3017,0,3003
XP_011265545.1,NP_524891.1,0,3018,0,3005
XP_011265546.1,NP_001260427.1,0,3017,0,3003
XP_011265546.1,NP_524891.1,0,3018,0,3005
XP_011265547.1,NP_001260427.1,0,3017,0,3004
XP_011265547.1,NP_524891.1,0,3016,0,3007
XP_011265548.1,NP_001162967.1,0,872,0,847
XP_011265548.1,NP_609597.1,0,872,0,847
XP_011265549.1,NP_001260232.1,1.00E-37,129,9.00E-38,129
XP_011265549.1,NP_001260233.1,7.00E-36,125,7.00E-36,125
XP_011265549.1,NP_609195.1,1.00E-37,129,9.00E-38,129
XP_011265549.1,NP_609196.1,7.00E-36,125,7.00E-36,125
XP_011265550.1,NP_001097831.1,4.00E-10,56.2,3.00E-10,56.2
XP_011265551.2,NP_001036422.1,0,2105,0,1626
XP_011265551.2,NP_001260697.1,0,2105,0,1626
XP_011265551.2,NP_001260698.1,0,2105,0,1626
XP_011265552.1,NP_651006.1,2.00E-14,70.9,4.00E-09,55.8
XP_011265554.2,NP_001036422.1,0,2105,0,1626
XP_011265554.2,NP_001260697.1,0,2105,0,1626
XP_011265554.2,NP_001260698.1,0,2105,0,1626
XP_011265555.2,NP_001036422.1,0,2105,0,1626
XP_011265555.2,NP_001260697.1,0,2105,0,1626
XP_011265555.2,NP_001260698.1,0,2105,0,1626
XP_011265560.1,NP_523658.1,4.00E-123,375,6.00E-132,397
XP_011265560.1,NP_610189.2,7.00E-125,379,6.00E-125,379
XP_011265560.1,NP_724438.1,7.00E-125,379,6.00E-125,379
XP_011265561.1,NP_523658.1,6.00E-123,374,1.00E-131,396
XP_011265561.1,NP_610189.2,6.00E-125,379,5.00E-125,379
XP_011265561.1,NP_724438.1,6.00E-125,379,5.00E-125,379
XP_011265562.1,NP_609086.1,1.00E-101,298,1.00E-101,298
XP_011265563.1,NP_001245750.1,0,716,0,716
XP_011265563.1,NP_001245751.1,0,716,0,716
XP_011265563.1,NP_001245752.1,0,716,0,716
XP_011265563.1,NP_001285440.1,0,716,0,716
XP_011265563.1,NP_001285441.1,0,720,0,725
XP_011265563.1,NP_477451.1,0,721,0,725
XP_011265563.1,NP_477452.3,0,721,0,725
XP_011265563.1,NP_728249.1,0,716,0,716
XP_011265563.1,NP_728250.1,0,716,0,716
XP_011265563.1,NP_728251.1,0,716,0,716
XP_011265563.1,NP_728252.1,0,716,0,716
XP_011265563.1,NP_728253.1,0,716,0,716
XP_011265563.1,NP_728254.1,0,716,0,716
XP_011265564.1,NP_001245750.1,0,710,0,710
XP_011265564.1,NP_001245751.1,0,710,0,710
XP_011265564.1,NP_001245752.1,0,710,0,710
XP_011265564.1,NP_001285440.1,0,710,0,710
XP_011265564.1,NP_001285441.1,0,713,0,717
XP_011265564.1,NP_477451.1,0,713,0,717
XP_011265564.1,NP_477452.3,0,713,0,717
XP_011265564.1,NP_728249.1,0,710,0,710
XP_011265564.1,NP_728250.1,0,710,0,710
XP_011265564.1,NP_728251.1,0,710,0,710
XP_011265564.1,NP_728252.1,0,710,0,710
XP_011265564.1,NP_728253.1,0,710,0,710
XP_011265564.1,NP_728254.1,0,710,0,710
XP_011265566.1,NP_476946.1,0,754,0,731
XP_011265568.1,NP_523774.1,6.00E-104,300,6.00E-104,300
XP_011265570.1,NP_788548.1,4.00E-71,254,6.00E-73,259
XP_011265571.1,NP_477501.1,0,594,0,594
XP_011265576.1,NP_001303371.1,0,1579,0,1577
XP_011265576.1,NP_649073.1,0,1579,0,1577
XP_011265583.1,NP_001259845.1,0,618,0,623
XP_011265583.1,NP_476976.1,0,616,0,620
XP_011265583.1,NP_722657.1,0,618,0,623
XP_011265583.1,NP_722658.1,0,618,0,623
XP_011265584.2,NP_476866.1,9.00E-98,293,2.00E-91,276
XP_011265585.1,NP_732900.1,0,831,0,827
XP_011265587.1,NP_732900.1,0,831,0,827
XP_011265589.1,NP_732900.1,0,830,0,828
XP_011265590.1,NP_727796.1,4.00E-50,163,4.00E-50,163
XP_011265592.1,NP_524103.2,1.00E-69,214,2.00E-66,206
XP_011265593.1,NP_524103.2,1.00E-69,214,2.00E-66,206
XP_011265594.1,NP_001260714.1,0,720,0,720
XP_011265594.1,NP_610184.2,0,720,0,720
XP_011265596.2,NP_524366.1,2.00E-151,461,1.00E-151,461
XP_011265597.1,NP_650449.1,1.00E-65,220,8.00E-69,229
XP_011265599.1,NP_001262729.1,8.00E-114,329,4.00E-114,330
XP_011265599.1,NP_732424.1,2.00E-114,329,1.00E-114,330
XP_011265599.1,NP_732425.1,2.00E-114,329,1.00E-114,330
XP_011265600.1,NP_611258.2,0,556,0,555
XP_011265606.1,NP_523751.2,1.00E-125,355,1.00E-125,355
XP_011265606.1,NP_725452.1,1.00E-125,355,1.00E-125,355
XP_011265606.1,NP_725453.1,1.00E-125,355,1.00E-125,355
XP_011265606.1,NP_725454.1,1.00E-125,355,1.00E-125,355
XP_011265606.1,NP_725455.1,1.00E-125,355,1.00E-125,355
XP_011265607.1,NP_523751.2,1.00E-125,355,1.00E-125,355
XP_011265607.1,NP_725452.1,1.00E-125,355,1.00E-125,355
XP_011265607.1,NP_725453.1,1.00E-125,355,1.00E-125,355
XP_011265607.1,NP_725454.1,1.00E-125,355,1.00E-125,355
XP_011265607.1,NP_725455.1,1.00E-125,355,1.00E-125,355
XP_011265611.1,NP_609936.1,2.00E-117,335,2.00E-117,335
XP_011265617.1,NP_610522.1,1.00E-26,104,7.00E-30,113
XP_011265618.1,NP_001261286.1,0,4044,0,4048
XP_011265618.1,NP_001261287.1,0,4054,0,4058
XP_011265618.1,NP_001261288.1,0,4061,0,4061
XP_011265618.1,NP_476739.1,0,4066,0,4066
XP_011265620.1,NP_611632.3,1.00E-30,117,9.00E-31,117
XP_011265620.1,NP_726149.1,4.00E-31,117,3.00E-31,117
XP_011265620.1,NP_726150.1,4.00E-31,117,3.00E-31,117
XP_011265620.1,NP_726151.3,4.00E-31,117,3.00E-31,117
XP_011265621.1,NP_610929.2,1.00E-66,223,1.00E-63,215
XP_011265622.1,NP_610929.2,2.00E-68,228,2.00E-65,220
XP_011265627.1,NP_001287131.1,9.00E-102,304,7.00E-102,304
XP_011265627.1,NP_649249.1,9.00E-102,304,7.00E-102,304
XP_011265628.1,NP_001287131.1,9.00E-102,304,7.00E-102,304
XP_011265628.1,NP_649249.1,9.00E-102,304,7.00E-102,304
XP_011265629.1,NP_001287131.1,2.00E-98,295,2.00E-98,295
XP_011265629.1,NP_649249.1,2.00E-98,295,2.00E-98,295
XP_011265630.2,NP_726244.1,5.00E-83,268,1.00E-78,256
XP_011265630.2,NP_726245.2,6.00E-83,268,1.00E-78,256
XP_011265630.2,NP_726246.1,4.00E-83,268,9.00E-79,256
XP_011265630.2,NP_726247.1,4.00E-83,267,6.00E-79,256
XP_011265631.2,NP_001262477.1,9.00E-159,514,1.00E-157,511
XP_011265631.2,NP_001262478.1,7.00E-159,515,1.00E-157,511
XP_011265631.2,NP_650098.1,3.00E-158,513,1.00E-156,509
XP_011265633.1,NP_001162752.1,3.00E-100,288,3.00E-100,288
XP_011265633.1,NP_001245663.1,3.00E-100,288,3.00E-100,288
XP_011265633.1,NP_001259540.1,3.00E-100,288,3.00E-100,288
XP_011265633.1,NP_001259541.1,3.00E-100,288,3.00E-100,288
XP_011265633.1,NP_511150.1,3.00E-100,288,3.00E-100,288
XP_011265634.1,NP_001162752.1,3.00E-100,288,3.00E-100,288
XP_011265634.1,NP_001245663.1,3.00E-100,288,3.00E-100,288
XP_011265634.1,NP_001259540.1,3.00E-100,288,3.00E-100,288
XP_011265634.1,NP_001259541.1,3.00E-100,288,3.00E-100,288
XP_011265634.1,NP_511150.1,3.00E-100,288,3.00E-100,288
XP_011265635.1,NP_001162752.1,3.00E-100,288,3.00E-100,288
XP_011265635.1,NP_001245663.1,3.00E-100,288,3.00E-100,288
XP_011265635.1,NP_001259540.1,3.00E-100,288,3.00E-100,288
XP_011265635.1,NP_001259541.1,3.00E-100,288,3.00E-100,288
XP_011265635.1,NP_511150.1,3.00E-100,288,3.00E-100,288
XP_011265639.1,NP_001097135.1,9.00E-47,149,8.00E-47,149
XP_011265641.1,NP_609579.1,0,844,0,844
XP_011265642.1,NP_001285406.1,0,845,0,844
XP_011265642.1,NP_573301.2,0,845,0,844
XP_011265642.1,NP_728178.1,0,845,0,844
XP_011265643.1,NP_001285406.1,0,843,0,843
XP_011265643.1,NP_573301.2,0,843,0,843
XP_011265643.1,NP_728178.1,0,843,0,843
XP_011265646.1,NP_477221.1,3.00E-136,392,3.00E-136,392
XP_011265646.1,NP_995616.1,3.00E-136,392,3.00E-136,392
XP_011265647.1,NP_001286334.1,5.00E-32,129,4.00E-33,132
XP_011265647.1,NP_610739.1,5.00E-32,129,4.00E-33,132
XP_011265653.1,NP_650454.2,3.00E-61,200,2.00E-61,200
XP_011265653.1,NP_732021.2,3.00E-61,200,2.00E-61,200
XP_011265668.1,NP_001162814.1,6.00E-26,108,4.00E-28,114
XP_011265668.1,NP_001162815.1,6.00E-26,108,4.00E-28,114
XP_011265668.1,NP_001162816.1,2.00E-25,106,2.00E-28,114
XP_011265668.1,NP_001162817.1,6.00E-26,108,4.00E-28,114
XP_011265668.1,NP_524668.2,2.00E-25,107,7.00E-28,114
XP_011265668.1,NP_728449.1,1.00E-25,108,1.00E-27,114
XP_011265668.1,NP_728450.1,6.00E-26,109,7.00E-28,114
XP_011265668.1,NP_728451.2,6.00E-26,108,5.00E-28,114
XP_011265674.1,NP_001262033.1,1.00E-79,256,1.00E-79,256
XP_011265674.1,NP_524154.2,2.00E-83,266,2.00E-83,266
XP_011265675.1,NP_524823.1,0,573,0,562
XP_011265675.1,NP_725530.1,0,578,0,566
XP_011265675.1,NP_725531.1,0,572,0,561
XP_011265675.1,NP_725532.1,0,577,0,567
XP_011265676.1,NP_524823.1,0,573,0,562
XP_011265676.1,NP_725530.1,0,577,0,566
XP_011265676.1,NP_725531.1,0,572,0,562
XP_011265676.1,NP_725532.1,0,578,0,567
XP_011265677.1,NP_524823.1,0,573,0,563
XP_011265677.1,NP_725530.1,0,578,0,567
XP_011265677.1,NP_725531.1,0,573,0,562
XP_011265677.1,NP_725532.1,0,578,0,567
XP_011265680.1,NP_001287177.1,2.00E-46,180,4.00E-50,191
XP_011265680.1,NP_001287178.1,2.00E-46,180,4.00E-50,191
XP_011265680.1,NP_001287179.1,2.00E-46,180,4.00E-50,191
XP_011265680.1,NP_524236.2,2.00E-46,180,4.00E-50,191
XP_011265681.1,NP_001097374.1,0,556,0,556
XP_011265681.1,NP_611396.1,0,581,0,568
XP_011265681.1,NP_725852.1,0,581,0,568
XP_011265682.1,NP_001097374.1,0,570,0,569
XP_011265682.1,NP_611396.1,0,595,0,581
XP_011265682.1,NP_725852.1,0,595,0,581
XP_011265683.1,NP_611407.1,1.00E-16,77.4,1.00E-16,77.4
XP_011265684.1,NP_511055.1,2.00E-107,330,7.00E-114,346
XP_011265687.1,NP_650627.1,0,1202,0,1187
XP_011265690.1,NP_001246325.1,0,669,0,669
XP_011265690.1,NP_477474.1,0,669,0,669
XP_011265690.1,NP_725412.2,0,671,0,671
XP_011265692.1,NP_524648.3,0,694,0,696
XP_011265692.1,NP_608768.2,0,694,0,696
XP_011265692.1,NP_995622.1,0,694,0,696
XP_011265693.1,NP_001260639.1,0,677,0,683
XP_011265693.1,NP_610056.1,0,677,0,683
XP_011265694.1,NP_001286807.1,5.00E-173,501,8.00E-169,490
XP_011265694.1,NP_611868.1,5.00E-173,501,8.00E-169,490
XP_011265695.1,NP_001286807.1,5.00E-169,489,1.00E-164,478
XP_011265695.1,NP_611868.1,5.00E-169,489,1.00E-164,478
XP_011265696.1,NP_524032.2,2.00E-101,299,6.00E-92,274
XP_011265697.1,NP_524032.2,2.00E-101,299,6.00E-92,274
XP_011265698.1,NP_001262539.1,0,526,0,516
XP_011265698.1,NP_001262540.1,0,526,0,516
XP_011265698.1,NP_001262541.1,0,521,0,514
XP_011265698.1,NP_650300.2,0,521,0,514
XP_011265699.1,NP_001262539.1,0,526,0,516
XP_011265699.1,NP_001262540.1,0,526,0,516
XP_011265699.1,NP_001262541.1,0,521,0,514
XP_011265699.1,NP_650300.2,0,521,0,514
XP_011265702.1,NP_001259502.1,3.00E-117,340,2.00E-117,340
XP_011265702.1,NP_572866.1,3.00E-117,340,2.00E-117,340
XP_011265709.1,NP_001263016.2,2.00E-64,209,2.00E-64,209
XP_011265709.1,NP_650199.1,6.00E-66,215,6.00E-66,215
XP_011265709.1,NP_651574.1,2.00E-64,209,2.00E-64,209
XP_011265710.1,NP_001259502.1,3.00E-119,344,3.00E-119,344
XP_011265710.1,NP_572866.1,3.00E-119,344,3.00E-119,344
XP_011265711.1,NP_001260791.1,0,546,0,552
XP_011265711.1,NP_724600.1,0,545,0,552
XP_011265711.1,NP_724601.1,0,546,0,552
XP_011265712.1,NP_647985.1,7.00E-138,413,1.00E-140,420
XP_011265732.1,NP_001246495.1,2.00E-85,278,2.00E-87,283
XP_011265732.1,NP_611936.2,2.00E-85,278,2.00E-87,283
XP_011265732.1,NP_995939.1,9.00E-86,277,9.00E-88,283
XP_011265734.1,NP_001097219.1,0,828,0,857
XP_011265734.1,NP_724619.2,0,815,0,844
XP_011265735.1,NP_001097220.1,0,793,0,794
XP_011265735.1,NP_001260792.1,0,788,0,790
XP_011265735.1,NP_001303337.1,0,787,0,789
XP_011265739.1,NP_001259881.1,1.00E-62,200,7.00E-62,198
XP_011265739.1,NP_608617.1,1.00E-62,200,7.00E-62,198
XP_011265769.1,NP_523598.2,2.00E-91,268,2.00E-91,268
XP_011265770.1,NP_569980.1,1.00E-146,433,1.00E-146,433
XP_011265776.1,NP_001014737.1,3.00E-145,422,1.00E-154,446
XP_011265776.1,NP_001014738.2,2.00E-145,423,3.00E-154,445
XP_011265776.1,NP_001014739.1,1.00E-144,420,3.00E-153,442
XP_011265776.1,NP_001162741.1,5.00E-148,429,2.00E-156,450
XP_011265776.1,NP_001162742.1,2.00E-147,428,1.00E-156,451
XP_011265776.1,NP_001162743.1,7.00E-148,429,3.00E-157,452
XP_011265776.1,NP_001162744.1,5.00E-146,424,5.00E-155,447
XP_011265776.1,NP_001245652.1,2.00E-149,432,5.00E-158,454
XP_011265776.1,NP_001245653.1,4.00E-145,422,7.00E-154,444
XP_011265776.1,NP_001259522.1,6.00E-144,419,5.00E-153,442
XP_011265776.1,NP_001259523.1,7.00E-144,419,5.00E-153,442
XP_011265776.1,NP_001259524.1,2.00E-144,420,4.00E-154,444
XP_011265776.1,NP_001285213.1,2.00E-144,420,4.00E-154,444
XP_011265776.1,NP_001285214.1,2.00E-144,420,4.00E-154,444
XP_011265776.1,NP_525088.2,8.00E-144,419,3.00E-153,442
XP_011265776.1,NP_727718.1,2.00E-144,420,4.00E-154,444
XP_011265778.1,NP_001014737.1,3.00E-145,422,1.00E-154,446
XP_011265778.1,NP_001014738.2,2.00E-145,423,3.00E-154,445
XP_011265778.1,NP_001014739.1,1.00E-144,420,3.00E-153,442
XP_011265778.1,NP_001162741.1,5.00E-148,429,2.00E-156,450
XP_011265778.1,NP_001162742.1,2.00E-147,428,1.00E-156,451
XP_011265778.1,NP_001162743.1,7.00E-148,429,3.00E-157,452
XP_011265778.1,NP_001162744.1,5.00E-146,424,5.00E-155,447
XP_011265778.1,NP_001245652.1,2.00E-149,432,5.00E-158,454
XP_011265778.1,NP_001245653.1,4.00E-145,422,7.00E-154,444
XP_011265778.1,NP_001259522.1,6.00E-144,419,5.00E-153,442
XP_011265778.1,NP_001259523.1,7.00E-144,419,5.00E-153,442
XP_011265778.1,NP_001259524.1,2.00E-144,420,4.00E-154,444
XP_011265778.1,NP_001285213.1,2.00E-144,420,4.00E-154,444
XP_011265778.1,NP_001285214.1,2.00E-144,420,4.00E-154,444
XP_011265778.1,NP_525088.2,8.00E-144,419,3.00E-153,442
XP_011265778.1,NP_727718.1,2.00E-144,420,4.00E-154,444
XP_011265779.1,NP_001014737.1,3.00E-145,422,1.00E-154,446
XP_011265779.1,NP_001014738.2,2.00E-145,423,3.00E-154,445
XP_011265779.1,NP_001014739.1,1.00E-144,420,3.00E-153,442
XP_011265779.1,NP_001162741.1,5.00E-148,429,2.00E-156,450
XP_011265779.1,NP_001162742.1,2.00E-147,428,1.00E-156,451
XP_011265779.1,NP_001162743.1,7.00E-148,429,3.00E-157,452
XP_011265779.1,NP_001162744.1,5.00E-146,424,5.00E-155,447
XP_011265779.1,NP_001245652.1,2.00E-149,432,5.00E-158,454
XP_011265779.1,NP_001245653.1,4.00E-145,422,7.00E-154,444
XP_011265779.1,NP_001259522.1,6.00E-144,419,5.00E-153,442
XP_011265779.1,NP_001259523.1,7.00E-144,419,5.00E-153,442
XP_011265779.1,NP_001259524.1,2.00E-144,420,4.00E-154,444
XP_011265779.1,NP_001285213.1,2.00E-144,420,4.00E-154,444
XP_011265779.1,NP_001285214.1,2.00E-144,420,4.00E-154,444
XP_011265779.1,NP_525088.2,8.00E-144,419,3.00E-153,442
XP_011265779.1,NP_727718.1,2.00E-144,420,4.00E-154,444
XP_011265780.1,NP_001014737.1,8.00E-146,424,5.00E-155,447
XP_011265780.1,NP_001014738.2,6.00E-146,424,2.00E-154,446
XP_011265780.1,NP_001014739.1,3.00E-145,422,2.00E-153,442
XP_011265780.1,NP_001162741.1,6.00E-144,418,6.00E-152,438
XP_011265780.1,NP_001162742.1,2.00E-143,417,3.00E-152,440
XP_011265780.1,NP_001162743.1,2.00E-143,418,8.00E-153,441
XP_011265780.1,NP_001162744.1,2.00E-146,425,1.00E-154,446
XP_011265780.1,NP_001245652.1,2.00E-145,422,2.00E-153,442
XP_011265780.1,NP_001245653.1,1.00E-145,423,4.00E-154,445
XP_011265780.1,NP_001259522.1,1.00E-144,421,5.00E-153,442
XP_011265780.1,NP_001259523.1,2.00E-144,420,3.00E-153,442
XP_011265780.1,NP_001259524.1,6.00E-145,421,5.00E-154,444
XP_011265780.1,NP_001285213.1,6.00E-145,421,5.00E-154,444
XP_011265780.1,NP_001285214.1,6.00E-145,421,5.00E-154,444
XP_011265780.1,NP_525088.2,2.00E-144,420,2.00E-153,443
XP_011265780.1,NP_727718.1,6.00E-145,421,5.00E-154,444
XP_011265781.1,NP_001014737.1,1.00E-145,423,1.00E-154,446
XP_011265781.1,NP_001014738.2,1.00E-145,423,1.00E-154,446
XP_011265781.1,NP_001014739.1,4.00E-145,421,2.00E-153,442
XP_011265781.1,NP_001162741.1,2.00E-148,429,1.00E-156,450
XP_011265781.1,NP_001162742.1,2.00E-147,428,3.00E-156,450
XP_011265781.1,NP_001162743.1,8.00E-148,429,1.00E-157,453
XP_011265781.1,NP_001162744.1,6.00E-146,424,5.00E-155,447
XP_011265781.1,NP_001245652.1,7.00E-150,433,8.00E-158,453
XP_011265781.1,NP_001245653.1,4.00E-145,422,6.00E-154,444
XP_011265781.1,NP_001259522.1,4.00E-144,419,3.00E-153,442
XP_011265781.1,NP_001259523.1,4.00E-144,419,3.00E-153,442
XP_011265781.1,NP_001259524.1,2.00E-144,420,2.00E-154,445
XP_011265781.1,NP_001285213.1,2.00E-144,420,2.00E-154,445
XP_011265781.1,NP_001285214.1,2.00E-144,420,2.00E-154,445
XP_011265781.1,NP_525088.2,4.00E-144,419,3.00E-153,442
XP_011265781.1,NP_727718.1,2.00E-144,420,2.00E-154,445
XP_011265782.1,NP_001014737.1,1.00E-145,423,3.00E-154,445
XP_011265782.1,NP_001014738.2,2.00E-145,422,2.00E-154,445
XP_011265782.1,NP_001014739.1,5.00E-145,421,2.00E-153,442
XP_011265782.1,NP_001162741.1,2.00E-148,430,1.00E-156,450
XP_011265782.1,NP_001162742.1,2.00E-147,427,2.00E-156,451
XP_011265782.1,NP_001162743.1,1.00E-147,428,2.00E-157,452
XP_011265782.1,NP_001162744.1,6.00E-146,424,9.00E-156,448
XP_011265782.1,NP_001245652.1,9.00E-150,433,4.00E-158,454
XP_011265782.1,NP_001245653.1,5.00E-145,422,1.00E-153,443
XP_011265782.1,NP_001259522.1,7.00E-144,419,4.00E-153,442
XP_011265782.1,NP_001259523.1,4.00E-144,419,8.00E-153,441
XP_011265782.1,NP_001259524.1,2.00E-144,420,6.00E-154,444
XP_011265782.1,NP_001285213.1,2.00E-144,420,6.00E-154,444
XP_011265782.1,NP_001285214.1,2.00E-144,420,6.00E-154,444
XP_011265782.1,NP_525088.2,4.00E-144,419,6.00E-153,442
XP_011265782.1,NP_727718.1,2.00E-144,420,4.00E-154,444
XP_011265783.1,NP_001014737.1,1.00E-145,423,3.00E-154,445
XP_011265783.1,NP_001014738.2,2.00E-145,422,2.00E-154,445
XP_011265783.1,NP_001014739.1,5.00E-145,421,2.00E-153,442
XP_011265783.1,NP_001162741.1,2.00E-148,430,1.00E-156,450
XP_011265783.1,NP_001162742.1,2.00E-147,427,2.00E-156,451
XP_011265783.1,NP_001162743.1,1.00E-147,428,2.00E-157,452
XP_011265783.1,NP_001162744.1,6.00E-146,424,9.00E-156,448
XP_011265783.1,NP_001245652.1,9.00E-150,433,4.00E-158,454
XP_011265783.1,NP_001245653.1,5.00E-145,422,1.00E-153,443
XP_011265783.1,NP_001259522.1,7.00E-144,419,4.00E-153,442
XP_011265783.1,NP_001259523.1,4.00E-144,419,8.00E-153,441
XP_011265783.1,NP_001259524.1,2.00E-144,420,6.00E-154,444
XP_011265783.1,NP_001285213.1,2.00E-144,420,6.00E-154,444
XP_011265783.1,NP_001285214.1,2.00E-144,420,6.00E-154,444
XP_011265783.1,NP_525088.2,4.00E-144,419,6.00E-153,442
XP_011265783.1,NP_727718.1,2.00E-144,420,4.00E-154,444
XP_011265784.1,NP_001014737.1,1.00E-145,423,3.00E-154,445
XP_011265784.1,NP_001014738.2,2.00E-145,422,2.00E-154,445
XP_011265784.1,NP_001014739.1,5.00E-145,421,2.00E-153,442
XP_011265784.1,NP_001162741.1,2.00E-148,430,1.00E-156,450
XP_011265784.1,NP_001162742.1,2.00E-147,427,2.00E-156,451
XP_011265784.1,NP_001162743.1,1.00E-147,428,2.00E-157,452
XP_011265784.1,NP_001162744.1,6.00E-146,424,9.00E-156,448
XP_011265784.1,NP_001245652.1,9.00E-150,433,4.00E-158,454
XP_011265784.1,NP_001245653.1,5.00E-145,422,1.00E-153,443
XP_011265784.1,NP_001259522.1,7.00E-144,419,4.00E-153,442
XP_011265784.1,NP_001259523.1,4.00E-144,419,8.00E-153,441
XP_011265784.1,NP_001259524.1,2.00E-144,420,6.00E-154,444
XP_011265784.1,NP_001285213.1,2.00E-144,420,6.00E-154,444
XP_011265784.1,NP_001285214.1,2.00E-144,420,6.00E-154,444
XP_011265784.1,NP_525088.2,4.00E-144,419,6.00E-153,442
XP_011265784.1,NP_727718.1,2.00E-144,420,4.00E-154,444
XP_011265785.1,NP_001014737.1,3.00E-145,422,1.00E-154,446
XP_011265785.1,NP_001014738.2,2.00E-145,422,1.00E-154,446
XP_011265785.1,NP_001014739.1,9.00E-147,425,7.00E-156,448
XP_011265785.1,NP_001162741.1,3.00E-150,434,3.00E-159,457
XP_011265785.1,NP_001162742.1,3.00E-147,427,2.00E-156,450
XP_011265785.1,NP_001162743.1,1.00E-147,427,3.00E-159,457
XP_011265785.1,NP_001162744.1,1.00E-145,422,2.00E-156,450
XP_011265785.1,NP_001245652.1,1.00E-151,437,1.00E-160,460
XP_011265785.1,NP_001245653.1,6.00E-145,421,3.00E-154,444
XP_011265785.1,NP_001259522.1,5.00E-144,419,2.00E-153,442
XP_011265785.1,NP_001259523.1,6.00E-144,419,2.00E-153,442
XP_011265785.1,NP_001259524.1,4.00E-144,419,6.00E-156,449
XP_011265785.1,NP_001285213.1,4.00E-144,419,6.00E-156,449
XP_011265785.1,NP_001285214.1,4.00E-144,419,6.00E-156,449
XP_011265785.1,NP_525088.2,6.00E-144,419,3.00E-153,442
XP_011265785.1,NP_727718.1,4.00E-144,419,4.00E-156,449
XP_011265786.1,NP_001014737.1,3.00E-145,422,1.00E-154,446
XP_011265786.1,NP_001014738.2,2.00E-145,422,1.00E-154,446
XP_011265786.1,NP_001014739.1,9.00E-147,425,7.00E-156,448
XP_011265786.1,NP_001162741.1,3.00E-150,434,3.00E-159,457
XP_011265786.1,NP_001162742.1,3.00E-147,427,2.00E-156,450
XP_011265786.1,NP_001162743.1,1.00E-147,427,3.00E-159,457
XP_011265786.1,NP_001162744.1,1.00E-145,422,2.00E-156,450
XP_011265786.1,NP_001245652.1,1.00E-151,437,1.00E-160,460
XP_011265786.1,NP_001245653.1,6.00E-145,421,3.00E-154,444
XP_011265786.1,NP_001259522.1,5.00E-144,419,2.00E-153,442
XP_011265786.1,NP_001259523.1,6.00E-144,419,2.00E-153,442
XP_011265786.1,NP_001259524.1,4.00E-144,419,6.00E-156,449
