amel,cflo ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
XP_026296005.1,XP_011267641.1,0,4543,0,4588
XP_026296005.1,XP_025269993.1,0,4515,0,4561
XP_026296006.1,XP_011267642.1,0,4483,0,4507
XP_026296007.1,XP_011267637.1,0,4576,0,4603
XP_026296007.1,XP_011267639.1,0,4583,0,4609
XP_026296007.1,XP_011267641.1,0,4523,0,4571
XP_026296007.1,XP_025269993.1,0,4576,0,4603
XP_026296008.1,XP_011267383.1,0,910,0,917
XP_026296008.1,XP_025268026.1,0,903,0,910
XP_026296008.1,XP_025268027.1,0,903,0,910
XP_026296009.1,XP_011267379.1,4.00E-64,196,3.00E-52,166
XP_026296011.1,XP_011267375.1,0,1060,0,1063
XP_026296011.1,XP_011267376.1,0,1060,0,1063
XP_026296011.1,XP_025268199.1,0,1060,0,1063
XP_026296011.1,XP_025268200.1,0,1060,0,1063
XP_026296011.1,XP_025268201.1,0,1060,0,1063
XP_026296012.1,XP_011267370.1,0,2258,0,2269
XP_026296012.1,XP_011267371.1,0,2158,0,2174
XP_026296012.1,XP_011267372.1,0,2170,0,2180
XP_026296013.1,XP_011267367.1,2.00E-10,54.7,3.00E-10,54.7
XP_026296014.1,XP_011267367.1,1.00E-10,55.1,2.00E-10,55.1
XP_026296015.1,XP_011252921.1,0,1208,0,1217
XP_026296015.1,XP_011252922.1,0,1199,0,1207
XP_026296015.1,XP_011252923.1,0,1198,0,1206
XP_026296015.1,XP_011252924.1,0,1216,0,1224
XP_026296015.1,XP_011252925.1,0,1206,0,1213
XP_026296015.1,XP_025269884.1,0,1206,0,1214
XP_026296016.1,XP_011252921.1,0,1199,0,1207
XP_026296016.1,XP_011252922.1,0,1206,0,1214
XP_026296016.1,XP_011252923.1,0,1189,0,1196
XP_026296016.1,XP_011252924.1,0,1207,0,1214
XP_026296016.1,XP_011252925.1,0,1196,0,1203
XP_026296016.1,XP_025269884.1,0,1196,0,1204
XP_026296017.1,XP_011252921.1,0,1214,0,1222
XP_026296017.1,XP_011252922.1,0,1204,0,1212
XP_026296017.1,XP_011252923.1,0,1203,0,1210
XP_026296017.1,XP_011252924.1,0,1222,0,1230
XP_026296017.1,XP_011252925.1,0,1211,0,1219
XP_026296017.1,XP_025269884.1,0,1212,0,1219
XP_026296018.1,XP_011252921.1,0,1198,0,1206
XP_026296018.1,XP_011252922.1,0,1188,0,1196
XP_026296018.1,XP_011252923.1,0,1204,0,1210
XP_026296018.1,XP_011252924.1,0,1206,0,1213
XP_026296018.1,XP_011252925.1,0,1195,0,1202
XP_026296018.1,XP_025269884.1,0,1211,0,1218
XP_026296019.1,XP_011252921.1,0,1203,0,1210
XP_026296019.1,XP_011252922.1,0,1193,0,1201
XP_026296019.1,XP_011252923.1,0,1208,0,1216
XP_026296019.1,XP_011252924.1,0,1211,0,1219
XP_026296019.1,XP_011252925.1,0,1200,0,1208
XP_026296019.1,XP_025269884.1,0,1217,0,1224
XP_026296020.1,XP_019882152.1,0,793,0,764
XP_026296021.1,XP_019882152.1,0,793,0,764
XP_026296022.1,XP_019882152.1,0,793,0,764
XP_026296023.1,XP_019882152.1,0,793,0,764
XP_026296024.1,XP_011251333.1,7.00E-68,228,6.00E-65,221
XP_026296025.1,XP_011251330.1,0,531,0,531
XP_026296026.1,XP_011251330.1,0,530,0,530
XP_026296027.1,XP_011251330.1,0,530,0,530
XP_026296028.1,XP_011251330.1,0,530,0,530
XP_026296029.1,XP_011251335.1,3.00E-110,314,3.00E-110,314
XP_026296032.1,XP_011252187.1,0,1036,0,1036
XP_026296032.1,XP_025266386.1,0,1036,0,1036
XP_026296032.1,XP_025266387.1,0,1028,0,1028
XP_026296032.1,XP_025266388.1,0,1028,0,1028
XP_026296032.1,XP_025266389.1,0,1028,0,1028
XP_026296032.1,XP_025266393.1,0,1028,0,1028
XP_026296033.1,XP_025266390.1,0,975,0,974
XP_026296034.1,XP_011252187.1,0,1052,0,1051
XP_026296034.1,XP_025266386.1,0,1052,0,1051
XP_026296034.1,XP_025266387.1,0,1027,0,1027
XP_026296034.1,XP_025266388.1,0,1027,0,1027
XP_026296034.1,XP_025266389.1,0,1027,0,1027
XP_026296034.1,XP_025266393.1,0,1027,0,1027
XP_026296035.1,XP_011252187.1,0,1029,0,1028
XP_026296035.1,XP_025266386.1,0,1029,0,1028
XP_026296035.1,XP_025266387.1,0,1026,0,1026
XP_026296035.1,XP_025266388.1,0,1026,0,1026
XP_026296035.1,XP_025266389.1,0,1026,0,1026
XP_026296035.1,XP_025266390.1,0,983,0,982
XP_026296035.1,XP_025266393.1,0,1026,0,1026
XP_026296036.1,XP_025266391.1,0,924,0,923
XP_026296036.1,XP_025266392.1,0,924,0,923
XP_026296037.1,XP_011257945.1,0,3159,0,3159
XP_026296037.1,XP_011257946.1,0,3169,0,3169
XP_026296037.1,XP_011257947.1,0,3125,0,3125
XP_026296037.1,XP_011257948.1,0,3103,0,3101
XP_026296038.1,XP_011257945.1,0,3125,0,3125
XP_026296038.1,XP_011257946.1,0,3132,0,3132
XP_026296038.1,XP_011257947.1,0,3138,0,3138
XP_026296038.1,XP_011257948.1,0,3064,0,3064
XP_026296039.1,XP_011257945.1,0,3106,0,3108
XP_026296039.1,XP_011257946.1,0,3110,0,3110
XP_026296039.1,XP_011257947.1,0,3073,0,3074
XP_026296039.1,XP_011257948.1,0,3108,0,3109
XP_026296040.1,XP_011257945.1,0,3101,0,3102
XP_026296040.1,XP_011257946.1,0,3100,0,3101
XP_026296040.1,XP_011257947.1,0,3062,0,3063
XP_026296040.1,XP_011257948.1,0,3118,0,3118
XP_026296042.1,XP_011257950.1,0,629,0,611
XP_026296042.1,XP_025266346.1,0,628,0,608
XP_026296049.1,XP_011252308.1,2.00E-36,132,1.00E-28,111
XP_026296052.1,XP_011252308.1,2.00E-36,132,1.00E-28,111
XP_026296054.1,XP_011252308.1,2.00E-36,132,1.00E-28,111
XP_026296055.1,XP_011264829.1,0,1206,0,1257
XP_026296056.1,XP_025269824.1,1.00E-157,454,3.00E-144,419
XP_026296057.1,XP_011264831.1,1.00E-121,359,1.00E-121,359
XP_026296058.1,XP_011252308.1,2.00E-36,132,1.00E-28,111
XP_026296059.1,XP_011264831.1,1.00E-126,371,2.00E-126,371
XP_026296060.1,XP_011255107.2,0,849,0,843
XP_026296062.1,XP_025265136.1,0,1351,0,1352
XP_026296062.1,XP_025265137.1,0,1353,0,1353
XP_026296063.1,XP_011252308.1,5.00E-37,132,7.00E-29,110
XP_026296064.1,XP_025265136.1,0,1346,0,1346
XP_026296064.1,XP_025265137.1,0,1357,0,1357
XP_026296071.1,XP_011252308.1,5.00E-37,132,7.00E-29,110
XP_026296082.1,XP_011252308.1,5.00E-37,131,8.00E-29,110
XP_026296113.1,XP_011251613.1,0,1182,0,1201
XP_026296113.1,XP_025270912.1,0,1181,0,1201
XP_026296113.1,XP_025270913.1,0,1150,0,1173
XP_026296113.1,XP_025270914.1,0,1150,0,1173
XP_026296114.1,XP_011251613.1,0,1186,0,1208
XP_026296114.1,XP_025270912.1,0,1190,0,1213
XP_026296114.1,XP_025270913.1,0,1151,0,1174
XP_026296114.1,XP_025270914.1,0,1151,0,1174
XP_026296115.1,XP_011251613.1,0,1207,0,1230
XP_026296115.1,XP_025270912.1,0,1207,0,1230
XP_026296115.1,XP_025270913.1,0,1177,0,1201
XP_026296115.1,XP_025270914.1,0,1177,0,1201
XP_026296116.1,XP_011251613.1,0,1149,0,1175
XP_026296116.1,XP_025270912.1,0,1148,0,1174
XP_026296116.1,XP_025270913.1,0,1149,0,1174
XP_026296116.1,XP_025270914.1,0,1149,0,1174
XP_026296123.1,XP_011260710.1,0,3709,0,3731
XP_026296123.1,XP_019883854.1,0,3697,0,3719
XP_026296124.1,XP_011260710.1,0,3717,0,3739
XP_026296124.1,XP_019883854.1,0,3705,0,3725
XP_026296125.1,XP_011260712.1,0,3257,0,3256
XP_026296126.1,XP_011260712.1,0,3259,0,3259
XP_026296127.1,XP_011260712.1,0,3273,0,3273
XP_026296131.1,XP_011260732.2,0,1793,0,1786
XP_026296132.1,XP_011260732.2,0,1793,0,1786
XP_026296133.1,XP_011260732.2,0,1793,0,1786
XP_026296134.1,XP_011260717.1,0,1467,0,1447
XP_026296135.1,XP_011253227.1,0,2079,0,2082
XP_026296137.1,XP_025261833.1,0,1745,0,1721
XP_026296137.1,XP_025261834.1,0,1737,0,1712
XP_026296137.1,XP_025261835.1,0,1660,0,1635
XP_026296138.1,XP_025261833.1,0,1784,0,1759
XP_026296138.1,XP_025261834.1,0,1774,0,1751
XP_026296138.1,XP_025261835.1,0,1696,0,1671
XP_026296141.1,XP_025261767.1,4.00E-40,130,5.00E-40,130
XP_026296142.1,XP_025261767.1,4.00E-40,130,5.00E-40,130
XP_026296143.1,XP_011251601.1,0,606,0,622
XP_026296144.1,XP_011251596.1,0,942,0,953
XP_026296144.1,XP_019882204.1,0,955,0,967
XP_026296145.1,XP_011251602.1,3.00E-131,379,2.00E-129,375
XP_026296146.1,XP_025265530.1,7.00E-83,260,1.00E-82,260
XP_026296149.1,XP_011269588.1,0,1759,0,1763
XP_026296149.1,XP_011269589.1,0,1692,0,1697
XP_026296150.1,XP_019884849.2,0,1132,0,1132
XP_026296151.1,XP_019884849.2,0,1132,0,1132
XP_026296155.1,XP_011265505.1,0,553,0,540
XP_026296156.1,XP_011265505.1,0,553,0,540
XP_026296157.1,XP_011265505.1,0,553,0,540
XP_026296158.1,XP_011265505.1,0,553,0,540
XP_026296159.1,XP_011269588.1,0,1755,0,1759
XP_026296159.1,XP_011269589.1,0,1688,0,1693
XP_026296160.1,XP_011265503.1,0,534,0,548
XP_026296160.1,XP_011265504.1,0,534,0,548
XP_026296161.1,XP_011265503.1,0,534,0,548
XP_026296161.1,XP_011265504.1,0,534,0,548
XP_026296162.1,XP_011265503.1,0,534,0,548
XP_026296162.1,XP_011265504.1,0,534,0,548
XP_026296163.1,XP_011265503.1,0,534,0,548
XP_026296163.1,XP_011265504.1,0,534,0,548
XP_026296164.1,XP_011265505.1,0,521,0,525
XP_026296166.1,XP_011269588.1,0,1766,0,1770
XP_026296166.1,XP_011269589.1,0,1701,0,1704
XP_026296171.1,XP_011265502.1,6.00E-115,340,6.00E-115,340
XP_026296172.1,XP_011265502.1,6.00E-115,340,6.00E-115,340
XP_026296173.1,XP_011265502.1,6.00E-115,340,6.00E-115,340
XP_026296174.1,XP_011265502.1,6.00E-115,340,6.00E-115,340
XP_026296175.1,XP_011269588.1,0,1752,0,1757
XP_026296175.1,XP_011269589.1,0,1686,0,1690
XP_026296176.1,XP_019882353.2,0,1902,0,1907
XP_026296179.1,XP_011252324.1,0,2477,0,2437
XP_026296179.1,XP_025263617.1,0,2571,0,2560
XP_026296180.1,XP_011252324.1,0,2534,0,2520
XP_026296180.1,XP_011252328.1,0,2438,0,2430
XP_026296180.1,XP_025263617.1,0,2487,0,2475
XP_026296181.1,XP_011252324.1,0,2446,0,2439
XP_026296181.1,XP_011252328.1,0,2370,0,2364
XP_026296181.1,XP_011252336.1,0,2366,0,2359
XP_026296181.1,XP_025263617.1,0,2485,0,2479
XP_026296182.1,XP_011252324.1,0,2449,0,2439
XP_026296182.1,XP_011252328.1,0,2373,0,2365
XP_026296182.1,XP_011252336.1,0,2368,0,2360
XP_026296183.1,XP_011252324.1,0,2448,0,2437
XP_026296183.1,XP_011252328.1,0,2374,0,2366
XP_026296183.1,XP_011252336.1,0,2369,0,2360
XP_026296189.1,XP_025263584.1,8.00E-65,196,8.00E-65,196
XP_026296190.1,XP_011252031.2,0,1127,0,1126
XP_026296191.1,XP_011252065.1,5.00E-61,188,6.00E-61,188
XP_026296192.1,XP_011252092.1,0,1085,0,1085
XP_026296192.1,XP_011252102.1,0,1085,0,1085
XP_026296193.1,XP_011263182.1,0,791,0,791
XP_026296193.1,XP_011263183.1,0,791,0,791
XP_026296193.1,XP_011263184.1,0,791,0,791
XP_026296194.1,XP_011262229.1,0,562,0,527
XP_026296194.1,XP_019884229.1,0,565,0,530
XP_026296195.1,XP_025262378.1,0,4875,0,4831
XP_026296196.1,XP_011254881.1,0,1234,0,1192
XP_026296197.1,XP_011259710.1,0,1188,0,1188
XP_026296197.1,XP_011259712.1,0,1188,0,1188
XP_026296199.1,XP_025271197.1,3.00E-78,236,3.00E-78,236
XP_026296201.1,XP_011260609.1,0,763,0,763
XP_026296201.1,XP_011260610.1,0,757,0,757
XP_026296201.1,XP_011260611.1,0,757,0,757
XP_026296201.1,XP_011260612.1,0,757,0,757
XP_026296201.1,XP_011260613.1,0,757,0,757
XP_026296201.1,XP_019883871.1,0,757,0,757
XP_026296201.1,XP_025264276.1,0,759,0,759
XP_026296202.1,XP_011260609.1,0,758,0,758
XP_026296202.1,XP_011260610.1,0,756,0,756
XP_026296202.1,XP_011260611.1,0,757,0,757
XP_026296202.1,XP_011260612.1,0,756,0,756
XP_026296202.1,XP_011260613.1,0,756,0,756
XP_026296202.1,XP_019883871.1,0,756,0,756
XP_026296202.1,XP_025264276.1,0,757,0,757
XP_026296207.1,XP_011267594.1,0,934,0,934
XP_026296208.1,XP_011267578.1,1.00E-174,499,2.00E-167,480
XP_026296208.1,XP_011267579.1,1.00E-174,499,2.00E-167,480
XP_026296208.1,XP_011267580.1,2.00E-176,503,5.00E-169,484
XP_026296208.1,XP_011267581.1,4.00E-167,478,6.00E-160,460
XP_026296208.1,XP_025268972.1,1.00E-174,499,2.00E-167,480
XP_026296209.1,XP_011267578.1,1.00E-166,476,5.00E-159,457
XP_026296209.1,XP_011267579.1,1.00E-166,476,5.00E-159,457
XP_026296209.1,XP_011267580.1,4.00E-168,480,1.00E-160,461
XP_026296209.1,XP_011267581.1,1.00E-166,475,3.00E-159,456
XP_026296209.1,XP_025268972.1,1.00E-166,476,5.00E-159,457
XP_026296212.1,XP_025266485.1,0,1405,0,1389
XP_026296212.1,XP_025266486.1,0,1405,0,1389
XP_026296212.1,XP_025266487.1,0,1409,0,1391
XP_026296212.1,XP_025266488.1,0,1360,0,1360
XP_026296212.1,XP_025266489.1,0,1399,0,1382
XP_026296212.1,XP_025266490.1,0,1399,0,1382
XP_026296212.1,XP_025266491.1,0,1408,0,1391
XP_026296213.1,XP_025266485.1,0,1409,0,1393
XP_026296213.1,XP_025266486.1,0,1409,0,1393
XP_026296213.1,XP_025266487.1,0,1412,0,1395
XP_026296213.1,XP_025266488.1,0,1364,0,1363
XP_026296213.1,XP_025266489.1,0,1403,0,1385
XP_026296213.1,XP_025266490.1,0,1403,0,1385
XP_026296213.1,XP_025266491.1,0,1412,0,1395
XP_026296214.1,XP_025266485.1,0,1458,0,1446
XP_026296214.1,XP_025266486.1,0,1458,0,1446
XP_026296214.1,XP_025266487.1,0,1408,0,1391
XP_026296214.1,XP_025266488.1,0,1412,0,1416
XP_026296214.1,XP_025266489.1,0,1402,0,1383
XP_026296214.1,XP_025266490.1,0,1402,0,1383
XP_026296214.1,XP_025266491.1,0,1409,0,1391
XP_026296216.1,XP_025266485.1,0,1400,0,1383
XP_026296216.1,XP_025266486.1,0,1400,0,1383
XP_026296216.1,XP_025266487.1,0,1403,0,1383
XP_026296216.1,XP_025266488.1,0,1355,0,1353
XP_026296216.1,XP_025266489.1,0,1401,0,1385
XP_026296216.1,XP_025266490.1,0,1401,0,1385
XP_026296216.1,XP_025266491.1,0,1402,0,1414
XP_026296217.1,XP_025266485.1,0,1461,0,1449
XP_026296217.1,XP_025266486.1,0,1461,0,1449
XP_026296217.1,XP_025266487.1,0,1412,0,1394
XP_026296217.1,XP_025266488.1,0,1415,0,1420
XP_026296217.1,XP_025266489.1,0,1406,0,1387
XP_026296217.1,XP_025266490.1,0,1406,0,1387
XP_026296217.1,XP_025266491.1,0,1413,0,1395
XP_026296218.1,XP_011263580.1,0,2034,0,2039
XP_026296218.1,XP_025268129.1,0,2098,0,2101
XP_026296218.1,XP_025268130.1,0,2065,0,2079
XP_026296222.1,XP_011252203.1,0,882,0,882
XP_026296223.1,XP_025264577.1,0,1195,0,1153
XP_026296223.1,XP_025264578.1,0,1157,0,1114
XP_026296223.1,XP_025264579.1,0,1157,0,1114
XP_026296223.1,XP_025264580.1,0,1157,0,1114
XP_026296224.1,XP_025264577.1,0,1164,0,1122
XP_026296224.1,XP_025264578.1,0,1155,0,1113
XP_026296224.1,XP_025264579.1,0,1155,0,1113
XP_026296224.1,XP_025264580.1,0,1155,0,1113
XP_026296225.1,XP_025264577.1,0,1164,0,1122
XP_026296225.1,XP_025264578.1,0,1155,0,1113
XP_026296225.1,XP_025264579.1,0,1155,0,1113
XP_026296225.1,XP_025264580.1,0,1155,0,1113
XP_026296226.1,XP_025264577.1,0,1150,0,1108
XP_026296226.1,XP_025264578.1,0,1148,0,1103
XP_026296226.1,XP_025264579.1,0,1148,0,1103
XP_026296226.1,XP_025264580.1,0,1148,0,1103
XP_026296227.1,XP_011264223.1,6.00E-100,288,6.00E-100,288
XP_026296231.1,XP_011266995.1,2.00E-68,233,2.00E-68,233
XP_026296237.1,XP_011267179.1,1.00E-92,282,2.00E-95,290
XP_026296238.1,XP_011267179.1,1.00E-89,273,1.00E-92,281
XP_026296239.1,XP_011267179.1,1.00E-89,273,1.00E-92,281
XP_026296240.1,XP_011267188.2,0,2229,0,2108
XP_026296240.1,XP_011267189.2,0,2229,0,2108
XP_026296240.1,XP_011267190.2,0,2220,0,2100
XP_026296240.1,XP_011267192.2,0,2216,0,2097
XP_026296240.1,XP_011267194.2,0,2211,0,2093
XP_026296240.1,XP_011267195.2,0,2203,0,2085
XP_026296240.1,XP_011267197.2,0,2170,0,2058
XP_026296240.1,XP_011267198.2,0,2146,0,2020
XP_026296240.1,XP_025266410.1,0,2229,0,2108
XP_026296240.1,XP_025266411.1,0,2216,0,2096
XP_026296241.1,XP_011267188.2,0,2219,0,2100
XP_026296241.1,XP_011267189.2,0,2219,0,2100
XP_026296241.1,XP_011267190.2,0,2224,0,2105
XP_026296241.1,XP_011267192.2,0,2212,0,2093
XP_026296241.1,XP_011267194.2,0,2213,0,2093
XP_026296241.1,XP_011267195.2,0,2193,0,2075
XP_026296241.1,XP_011267197.2,0,2162,0,2048
XP_026296241.1,XP_011267198.2,0,2137,0,2011
XP_026296241.1,XP_025266410.1,0,2219,0,2100
XP_026296241.1,XP_025266411.1,0,2206,0,2086
XP_026296242.1,XP_011267188.2,0,2217,0,2097
XP_026296242.1,XP_011267189.2,0,2217,0,2097
XP_026296242.1,XP_011267190.2,0,2212,0,2092
XP_026296242.1,XP_011267192.2,0,2223,0,2104
XP_026296242.1,XP_011267194.2,0,2214,0,2094
XP_026296242.1,XP_011267195.2,0,2191,0,2071
XP_026296242.1,XP_011267197.2,0,2160,0,2046
XP_026296242.1,XP_011267198.2,0,2135,0,2006
XP_026296242.1,XP_025266410.1,0,2217,0,2097
XP_026296242.1,XP_025266411.1,0,2204,0,2084
XP_026296243.1,XP_011267188.2,0,2216,0,2096
XP_026296243.1,XP_011267189.2,0,2216,0,2096
XP_026296243.1,XP_011267190.2,0,2206,0,2086
XP_026296243.1,XP_011267192.2,0,2204,0,2085
XP_026296243.1,XP_011267194.2,0,2199,0,2081
XP_026296243.1,XP_011267195.2,0,2191,0,2071
XP_026296243.1,XP_011267197.2,0,2158,0,2045
XP_026296243.1,XP_011267198.2,0,2133,0,2006
XP_026296243.1,XP_025266410.1,0,2216,0,2096
XP_026296243.1,XP_025266411.1,0,2221,0,2102
XP_026296244.1,XP_011267188.2,0,2212,0,2092
XP_026296244.1,XP_011267189.2,0,2212,0,2092
XP_026296244.1,XP_011267190.2,0,2213,0,2092
XP_026296244.1,XP_011267192.2,0,2213,0,2094
XP_026296244.1,XP_011267194.2,0,2219,0,2099
XP_026296244.1,XP_011267195.2,0,2185,0,2068
XP_026296244.1,XP_011267197.2,0,2153,0,2041
XP_026296244.1,XP_011267198.2,0,2130,0,2002
XP_026296244.1,XP_025266410.1,0,2212,0,2092
XP_026296244.1,XP_025266411.1,0,2199,0,2080
XP_026296245.1,XP_011267188.2,0,2241,0,2118
XP_026296245.1,XP_011267189.2,0,2241,0,2118
XP_026296245.1,XP_011267190.2,0,2232,0,2109
XP_026296245.1,XP_011267192.2,0,2229,0,2107
XP_026296245.1,XP_011267194.2,0,2224,0,2102
XP_026296245.1,XP_011267195.2,0,2215,0,2095
XP_026296245.1,XP_011267197.2,0,2180,0,2070
XP_026296245.1,XP_011267198.2,0,2158,0,2030
XP_026296245.1,XP_025266410.1,0,2241,0,2118
XP_026296245.1,XP_025266411.1,0,2227,0,2107
XP_026296246.1,XP_011267188.2,0,2229,0,2107
XP_026296246.1,XP_011267189.2,0,2229,0,2107
XP_026296246.1,XP_011267190.2,0,2225,0,2103
XP_026296246.1,XP_011267192.2,0,2234,0,2114
XP_026296246.1,XP_011267194.2,0,2226,0,2105
XP_026296246.1,XP_011267195.2,0,2204,0,2082
XP_026296246.1,XP_011267197.2,0,2167,0,2056
XP_026296246.1,XP_011267198.2,0,2146,0,2019
XP_026296246.1,XP_025266410.1,0,2229,0,2107
XP_026296246.1,XP_025266411.1,0,2216,0,2095
XP_026296247.1,XP_011267188.2,0,2224,0,2102
XP_026296247.1,XP_011267189.2,0,2224,0,2102
XP_026296247.1,XP_011267190.2,0,2225,0,2104
XP_026296247.1,XP_011267192.2,0,2226,0,2105
XP_026296247.1,XP_011267194.2,0,2230,0,2110
XP_026296247.1,XP_011267195.2,0,2199,0,2077
XP_026296247.1,XP_011267197.2,0,2162,0,2052
XP_026296247.1,XP_011267198.2,0,2141,0,2014
XP_026296247.1,XP_025266410.1,0,2224,0,2102
XP_026296247.1,XP_025266411.1,0,2211,0,2090
XP_026296248.1,XP_011267188.2,0,2204,0,2084
XP_026296248.1,XP_011267189.2,0,2204,0,2084
XP_026296248.1,XP_011267190.2,0,2195,0,2075
XP_026296248.1,XP_011267192.2,0,2192,0,2072
XP_026296248.1,XP_011267194.2,0,2185,0,2068
XP_026296248.1,XP_011267195.2,0,2213,0,2095
XP_026296248.1,XP_011267197.2,0,2164,0,2050
XP_026296248.1,XP_011267198.2,0,2154,0,2042
XP_026296248.1,XP_025266410.1,0,2204,0,2084
XP_026296248.1,XP_025266411.1,0,2189,0,2071
XP_026296249.1,XP_011267188.2,0,2170,0,2074
XP_026296249.1,XP_011267189.2,0,2170,0,2074
XP_026296249.1,XP_011267190.2,0,2161,0,2065
XP_026296249.1,XP_011267192.2,0,2159,0,2062
XP_026296249.1,XP_011267194.2,0,2154,0,2056
XP_026296249.1,XP_011267195.2,0,2165,0,2068
XP_026296249.1,XP_011267197.2,0,2184,0,2086
XP_026296249.1,XP_011267198.2,0,2158,0,2060
XP_026296249.1,XP_025266410.1,0,2170,0,2074
XP_026296249.1,XP_025266411.1,0,2158,0,2060
XP_026296250.1,XP_011267188.2,0,2229,0,2122
XP_026296250.1,XP_011267189.2,0,2229,0,2122
XP_026296250.1,XP_011267190.2,0,2221,0,2113
XP_026296250.1,XP_011267192.2,0,2218,0,2110
XP_026296250.1,XP_011267194.2,0,2212,0,2105
XP_026296250.1,XP_011267195.2,0,2202,0,2095
XP_026296250.1,XP_011267197.2,0,2172,0,2072
XP_026296250.1,XP_011267198.2,0,2148,0,2033
XP_026296250.1,XP_025266410.1,0,2229,0,2122
XP_026296250.1,XP_025266411.1,0,2216,0,2108
XP_026296251.1,XP_011267188.2,0,2229,0,2122
XP_026296251.1,XP_011267189.2,0,2229,0,2122
XP_026296251.1,XP_011267190.2,0,2221,0,2113
XP_026296251.1,XP_011267192.2,0,2218,0,2110
XP_026296251.1,XP_011267194.2,0,2212,0,2105
XP_026296251.1,XP_011267195.2,0,2202,0,2095
XP_026296251.1,XP_011267197.2,0,2172,0,2072
XP_026296251.1,XP_011267198.2,0,2148,0,2033
XP_026296251.1,XP_025266410.1,0,2229,0,2122
XP_026296251.1,XP_025266411.1,0,2216,0,2108
XP_026296252.1,XP_011267188.2,0,2229,0,2122
XP_026296252.1,XP_011267189.2,0,2229,0,2122
XP_026296252.1,XP_011267190.2,0,2221,0,2113
XP_026296252.1,XP_011267192.2,0,2218,0,2110
XP_026296252.1,XP_011267194.2,0,2212,0,2105
XP_026296252.1,XP_011267195.2,0,2202,0,2095
XP_026296252.1,XP_011267197.2,0,2172,0,2072
XP_026296252.1,XP_011267198.2,0,2148,0,2033
XP_026296252.1,XP_025266410.1,0,2229,0,2122
XP_026296252.1,XP_025266411.1,0,2216,0,2108
XP_026296253.1,XP_011267188.2,0,2229,0,2122
XP_026296253.1,XP_011267189.2,0,2229,0,2122
XP_026296253.1,XP_011267190.2,0,2221,0,2113
XP_026296253.1,XP_011267192.2,0,2218,0,2110
XP_026296253.1,XP_011267194.2,0,2212,0,2105
XP_026296253.1,XP_011267195.2,0,2202,0,2095
XP_026296253.1,XP_011267197.2,0,2172,0,2072
XP_026296253.1,XP_011267198.2,0,2148,0,2033
XP_026296253.1,XP_025266410.1,0,2229,0,2122
XP_026296253.1,XP_025266411.1,0,2216,0,2108
XP_026296254.1,XP_011267188.2,0,2229,0,2122
XP_026296254.1,XP_011267189.2,0,2229,0,2122
XP_026296254.1,XP_011267190.2,0,2221,0,2113
XP_026296254.1,XP_011267192.2,0,2218,0,2110
XP_026296254.1,XP_011267194.2,0,2212,0,2105
XP_026296254.1,XP_011267195.2,0,2202,0,2095
XP_026296254.1,XP_011267197.2,0,2172,0,2072
XP_026296254.1,XP_011267198.2,0,2148,0,2033
XP_026296254.1,XP_025266410.1,0,2229,0,2122
XP_026296254.1,XP_025266411.1,0,2216,0,2108
XP_026296255.1,XP_011267188.2,0,2179,0,2087
XP_026296255.1,XP_011267189.2,0,2179,0,2087
XP_026296255.1,XP_011267190.2,0,2172,0,2078
XP_026296255.1,XP_011267192.2,0,2168,0,2073
XP_026296255.1,XP_011267194.2,0,2164,0,2070
XP_026296255.1,XP_011267195.2,0,2177,0,2078
XP_026296255.1,XP_011267197.2,0,2194,0,2097
XP_026296255.1,XP_011267198.2,0,2171,0,2073
XP_026296255.1,XP_025266410.1,0,2179,0,2087
XP_026296255.1,XP_025266411.1,0,2169,0,2073
XP_026296256.1,XP_011267188.2,0,2147,0,2049
XP_026296256.1,XP_011267189.2,0,2147,0,2049
XP_026296256.1,XP_011267190.2,0,2138,0,2041
XP_026296256.1,XP_011267192.2,0,2135,0,2036
XP_026296256.1,XP_011267194.2,0,2130,0,2032
XP_026296256.1,XP_011267195.2,0,2154,0,2056
XP_026296256.1,XP_011267197.2,0,2159,0,2060
XP_026296256.1,XP_011267198.2,0,2170,0,2071
XP_026296256.1,XP_025266410.1,0,2147,0,2049
XP_026296256.1,XP_025266411.1,0,2134,0,2036
XP_026296259.1,XP_011267188.2,0,2227,0,2107
XP_026296259.1,XP_011267189.2,0,2227,0,2107
XP_026296259.1,XP_011267190.2,0,2219,0,2097
XP_026296259.1,XP_011267192.2,0,2217,0,2095
XP_026296259.1,XP_011267194.2,0,2211,0,2090
XP_026296259.1,XP_011267195.2,0,2202,0,2080
XP_026296259.1,XP_011267197.2,0,2169,0,2056
XP_026296259.1,XP_011267198.2,0,2146,0,2016
XP_026296259.1,XP_025266410.1,0,2227,0,2107
XP_026296259.1,XP_025266411.1,0,2232,0,2112
XP_026296261.1,XP_025263488.1,5.00E-50,163,6.00E-50,163
XP_026296262.1,XP_025263488.1,5.00E-50,163,6.00E-50,163
XP_026296263.1,XP_025263488.1,5.00E-50,163,6.00E-50,163
XP_026296264.1,XP_025263489.1,0,1105,0,1105
XP_026296265.1,XP_025263489.1,0,1105,0,1105
XP_026296266.1,XP_025263489.1,0,1105,0,1105
XP_026296268.1,XP_011261546.1,0,701,0,722
